customer_id,login_freq_week1,login_freq_week12,session_duration_week1,session_duration_week12,features_used_week1,features_used_week12,response_delay_week1,response_delay_week12,inactivity_gaps,action_interval_increase_pct,churn,engagement_momentum,behavioral_drift,silence_index,response_degradation,session_decay_rate,consistency_score
CUST_00023,18,17,37,33,10,9,2,2,3,45.122143275527435,0,-5.555555555555555,10.0,3.9024428655105488,0.0,10.81081081081081,97.5
CUST_00024,18,22,38,42,9,9,3,4,1,9.494893363381857,0,22.22222222222222,0.0,1.189897867267637,33.33333333333333,-10.526315789473683,96.0
CUST_00025,18,25,47,29,9,6,1,4,1,2.8439789864342258,0,38.88888888888889,33.33333333333333,1.0568795797286845,300.0,38.297872340425535,87.5
CUST_00026,20,17,49,30,8,9,1,2,0,30.969075516605155,0,-15.0,-12.5,0.6193815103321031,100.0,38.775510204081634,89.0
CUST_00027,27,25,46,38,9,7,3,3,1,13.28072562656769,0,-7.4074074074074066,22.22222222222222,1.2656145125313538,0.0,17.391304347826086,95.0
CUST_00028,28,20,44,38,7,6,2,1,0,26.881720205081365,0,-28.57142857142857,14.285714285714285,0.5376344041016273,-50.0,13.636363636363635,93.0
CUST_00029,20,21,32,35,9,8,1,4,2,30.583888286297505,0,5.0,11.11111111111111,2.61167776572595,300.0,-9.375,98.0
CUST_00030,25,6,25,15,10,3,3,9,7,189.66988822306917,1,-76.0,70.0,10.793397764461384,200.0,40.0,85.5
CUST_00031,23,3,33,9,10,2,3,13,8,253.12456932019958,1,-86.95652173913044,80.0,13.062491386403991,333.33333333333337,72.72727272727273,78.0
CUST_00032,23,5,33,5,6,4,2,8,5,200.03348079076324,1,-78.26086956521739,33.33333333333333,9.000669615815266,300.0,84.84848484848484,77.0
CUST_00033,22,18,44,45,10,10,1,1,0,47.252546952331954,0,-18.181818181818183,0.0,0.9450509390466391,0.0,-2.272727272727273,97.5
CUST_00034,20,24,31,39,8,9,1,1,2,18.232575766362803,0,20.0,-12.5,2.364651515327256,0.0,-25.806451612903224,94.0
CUST_00035,15,4,31,15,7,1,2,20,13,282.62020521765135,1,-73.33333333333333,85.71428571428571,18.652404104353028,900.0,51.61290322580645,86.5
CUST_00036,27,18,37,33,8,9,1,2,2,39.11932480738158,0,-33.33333333333333,-12.5,2.7823864961476317,100.0,10.81081081081081,93.5
CUST_00037,28,19,38,33,7,9,1,4,1,9.978641501287594,0,-32.142857142857146,-28.57142857142857,1.199572830025752,300.0,13.157894736842104,93.0
CUST_00038,20,4,32,8,6,2,2,13,9,279.652941304543,1,-80.0,66.66666666666666,14.59305882609086,550.0,75.0,80.0
CUST_00039,19,4,45,13,9,3,1,9,9,176.78517242586955,1,-78.94736842105263,66.66666666666666,12.535703448517392,800.0,71.11111111111111,76.5
CUST_00040,19,2,28,14,9,3,3,20,10,215.4590825805912,1,-89.47368421052632,66.66666666666666,14.309181651611823,566.6666666666667,50.0,84.5
CUST_00041,16,5,43,8,8,1,3,14,5,227.98805228498782,1,-68.75,87.5,9.559761045699755,366.66666666666663,81.3953488372093,77.0
CUST_00042,25,7,31,10,9,1,3,13,14,197.08734675875394,1,-72.0,88.88888888888889,17.94174693517508,333.33333333333337,67.74193548387096,80.5
CUST_00043,19,6,34,15,9,3,2,19,9,233.16187165001907,1,-68.42105263157895,66.66666666666666,13.663237433000381,850.0,55.88235294117647,84.0
CUST_00044,28,22,35,47,9,9,3,1,2,14.34568584344636,0,-21.428571428571427,0.0,2.286913716868927,-66.66666666666666,-34.285714285714285,91.0
CUST_00045,27,25,50,38,10,9,2,2,3,39.6867699553001,0,-7.4074074074074066,10.0,3.793735399106002,0.0,24.0,93.0
CUST_00046,17,7,27,9,10,3,1,20,8,250.91935058357507,1,-58.82352941176471,70.0,13.018387011671502,1900.0,66.66666666666666,86.0
CUST_00047,21,18,30,29,8,9,3,1,3,20.722050549885967,0,-14.285714285714285,-12.5,3.4144410109977192,-66.66666666666666,3.3333333333333335,98.0
CUST_00048,21,22,45,40,8,7,3,1,0,38.921020338366255,0,4.761904761904762,12.5,0.778420406767325,-66.66666666666666,11.11111111111111,97.0
CUST_00049,26,23,31,45,8,6,2,2,3,33.378886629317655,0,-11.538461538461538,25.0,3.667577732586353,0.0,-45.16129032258064,91.5
CUST_00050,24,4,39,14,10,4,3,15,7,261.54831632393774,1,-83.33333333333334,60.0,12.230966326478754,400.0,64.1025641025641,77.5
CUST_00051,22,19,50,36,10,7,2,4,0,35.677243130552824,0,-13.636363636363635,30.0,0.7135448626110565,100.0,28.000000000000004,91.5
CUST_00052,23,21,47,30,8,7,1,4,1,35.32095708472761,0,-8.695652173913043,12.5,1.7064191416945522,300.0,36.17021276595745,90.5
CUST_00053,24,21,47,42,10,6,1,4,3,45.24192391700885,0,-12.5,40.0,3.904838478340177,300.0,10.638297872340425,96.0
CUST_00054,18,25,42,43,7,8,2,4,3,26.911028380511574,0,38.88888888888889,-14.285714285714285,3.5382205676102316,100.0,-2.380952380952381,96.0
CUST_00055,24,3,40,8,8,4,2,8,11,200.41943155475735,1,-87.5,50.0,15.008388631095148,300.0,80.0,73.5
CUST_00056,24,18,44,32,7,9,3,1,0,32.13748240046679,0,-25.0,-28.57142857142857,0.6427496480093358,-66.66666666666666,27.27272727272727,91.0
CUST_00057,25,18,31,36,10,8,1,4,2,16.875027403693533,0,-28.000000000000004,20.0,2.3375005480738706,300.0,-16.129032258064516,94.0
CUST_00058,19,8,38,9,6,4,1,19,13,157.8128412364883,1,-57.89473684210527,33.33333333333333,16.156256824729766,1800.0,76.31578947368422,80.0
CUST_00059,18,7,27,15,6,1,1,11,5,243.2003484879237,1,-61.111111111111114,83.33333333333334,9.864006969758474,1000.0,44.44444444444444,88.5
CUST_00060,25,26,33,46,8,9,3,3,2,8.389457168390113,0,4.0,-12.5,2.167789143367802,0.0,-39.39393939393939,93.0
CUST_00061,19,18,39,31,7,8,3,4,3,47.07352992706548,0,-5.263157894736842,-14.285714285714285,3.9414705985413097,33.33333333333333,20.51282051282051,95.5
CUST_00062,27,26,37,31,9,10,1,1,2,26.637262265525013,0,-3.7037037037037033,-11.11111111111111,2.5327452453105,0.0,16.216216216216218,96.5
CUST_00063,19,24,50,38,7,9,2,1,3,48.03937836072893,0,26.31578947368421,-28.57142857142857,3.9607875672145787,-50.0,24.0,91.5
CUST_00064,25,18,43,33,9,10,3,4,3,21.778724650194714,0,-28.000000000000004,-11.11111111111111,3.4355744930038945,33.33333333333333,23.25581395348837,91.5
CUST_00065,19,4,32,6,8,4,1,20,12,235.47744670174833,1,-78.94736842105263,50.0,16.709548934034967,1900.0,81.25,79.5
CUST_00066,23,16,45,38,8,9,1,3,2,17.01694215821418,0,-30.434782608695656,-12.5,2.3403388431642838,200.0,15.555555555555555,93.0
CUST_00067,19,6,25,13,7,1,1,19,11,223.2866770273181,1,-68.42105263157895,85.71428571428571,15.465733540546362,1800.0,48.0,87.5
CUST_00068,22,7,40,12,6,1,2,11,11,253.76807329428027,1,-68.18181818181817,83.33333333333334,16.075361465885607,450.0,70.0,78.5
CUST_00069,27,21,45,45,9,9,3,3,2,35.14274710928845,0,-22.22222222222222,0.0,2.702854942185769,0.0,0.0,97.0
CUST_00070,22,19,33,34,9,6,3,2,1,10.819231993930284,0,-13.636363636363635,33.33333333333333,1.2163846398786058,-33.33333333333333,-3.0303030303030303,98.0
CUST_00071,27,24,49,37,7,7,2,2,2,8.972077184270166,0,-11.11111111111111,0.0,2.179441543685403,0.0,24.489795918367346,92.5
CUST_00072,26,18,38,29,7,10,2,2,3,5.129382339388034,0,-30.76923076923077,-42.857142857142854,3.102587646787761,0.0,23.684210526315788,91.5
CUST_00073,22,23,45,42,9,7,1,3,3,5.704357036246227,0,4.545454545454546,22.22222222222222,3.1140871407249247,200.0,6.666666666666667,98.0
CUST_00074,25,17,48,48,7,7,1,3,0,49.69590613551101,0,-32.0,0.0,0.9939181227102202,200.0,0.0,96.0
CUST_00075,24,25,49,47,8,10,2,4,3,14.867656625869369,0,4.166666666666666,-25.0,3.2973531325173875,100.0,4.081632653061225,98.5
CUST_00076,24,20,48,47,7,10,3,1,1,31.275751520330157,0,-16.666666666666664,-42.857142857142854,1.625515030406603,-66.66666666666666,2.083333333333333,97.5
CUST_00077,19,18,37,33,7,7,1,4,3,34.46855678923845,0,-5.263157894736842,0.0,3.6893711357847687,300.0,10.81081081081081,97.5
CUST_00078,18,19,39,37,10,6,3,2,2,39.39140133233657,0,5.555555555555555,40.0,2.7878280266467312,-33.33333333333333,5.128205128205128,98.5
CUST_00079,28,19,43,31,8,7,2,2,0,2.9819019756923524,0,-32.142857142857146,12.5,0.059638039513847045,0.0,27.906976744186046,89.5
CUST_00080,24,7,43,9,9,1,2,19,9,254.96005274635758,1,-70.83333333333334,88.88888888888889,14.099201054927152,850.0,79.06976744186046,74.5
CUST_00081,23,6,40,12,6,1,2,19,10,240.5570461418866,1,-73.91304347826086,83.33333333333334,14.811140922837732,850.0,70.0,77.5
CUST_00082,21,26,48,46,7,8,3,1,1,23.52504116258168,0,23.809523809523807,-14.285714285714285,1.4705008232516337,-66.66666666666666,4.166666666666666,96.5
CUST_00083,22,18,48,41,10,6,2,3,3,16.6654196832546,0,-18.181818181818183,40.0,3.3333083936650922,50.0,14.583333333333334,94.5
CUST_00084,20,21,43,43,9,9,3,1,3,4.402989638789428,0,5.0,0.0,3.0880597927757885,-66.66666666666666,0.0,99.5
CUST_00085,19,22,46,28,10,9,1,2,2,31.131693630085564,0,15.789473684210526,10.0,2.6226338726017113,100.0,39.130434782608695,89.5
CUST_00086,25,16,36,36,8,8,2,4,0,1.4434721220831614,0,-36.0,0.0,0.02886944244166323,100.0,0.0,95.5
CUST_00087,21,18,39,45,7,10,2,1,1,49.61285696976098,0,-14.285714285714285,-42.857142857142854,1.9922571393952198,-50.0,-15.384615384615385,95.5
CUST_00088,22,2,45,7,9,3,3,19,9,212.32355144030296,1,-90.9090909090909,66.66666666666666,13.24647102880606,533.3333333333333,84.44444444444444,71.0
CUST_00089,25,19,44,45,8,9,1,2,0,13.812370141102049,0,-24.0,-12.5,0.27624740282204097,100.0,-2.272727272727273,96.5
CUST_00090,21,4,41,9,6,3,3,12,14,236.98850758251064,1,-80.95238095238095,50.0,18.739770151650212,300.0,78.04878048780488,75.5
CUST_00091,20,23,47,43,9,8,3,4,3,46.64261278576305,0,15.0,11.11111111111111,3.932852255715261,33.33333333333333,8.51063829787234,96.5
CUST_00092,18,6,37,8,9,1,2,19,12,255.78418215375038,1,-66.66666666666666,88.88888888888889,17.11568364307501,850.0,78.37837837837837,79.5
CUST_00093,21,7,45,7,9,1,1,16,14,199.79920558970457,1,-66.66666666666666,88.88888888888889,17.99598411179409,1500.0,84.44444444444444,74.0
CUST_00094,25,17,46,42,7,7,2,2,0,23.4745300492366,0,-32.0,0.0,0.46949060098473194,0.0,8.695652173913043,94.0
CUST_00095,20,6,37,15,6,3,3,16,11,293.12093889340144,1,-70.0,50.0,16.86241877786803,433.3333333333333,59.45945945945946,82.0
CUST_00096,25,24,31,47,7,7,3,3,1,37.33831833689635,0,-4.0,0.0,1.746766366737927,0.0,-51.61290322580645,91.5
CUST_00097,19,26,33,42,8,8,1,1,2,39.80717325811059,0,36.84210526315789,0.0,2.7961434651622117,0.0,-27.27272727272727,92.0
CUST_00098,23,22,34,35,10,10,3,2,1,8.753467753145227,0,-4.3478260869565215,0.0,1.1750693550629046,-33.33333333333333,-2.941176470588235,99.0
CUST_00099,24,25,37,43,8,7,2,3,3,12.766335407957701,0,4.166666666666666,12.5,3.255326708159154,50.0,-16.216216216216218,96.5
CUST_00100,25,20,47,33,7,9,2,3,3,34.51567562300645,0,-20.0,-28.57142857142857,3.690313512460129,50.0,29.78723404255319,90.5
CUST_00101,22,19,42,43,7,7,2,3,2,49.634602181344874,0,-13.636363636363635,0.0,2.9926920436268976,50.0,-2.380952380952381,98.0
CUST_00102,28,22,38,28,7,10,3,4,2,38.78704898016904,0,-21.428571428571427,-42.857142857142854,2.775740979603381,33.33333333333333,26.31578947368421,92.0
CUST_00103,23,19,50,34,9,7,3,1,0,15.446644197631803,0,-17.391304347826086,22.22222222222222,0.3089328839526361,-66.66666666666666,32.0,90.0
CUST_00104,27,21,34,30,9,8,3,4,1,10.039739732503811,0,-22.22222222222222,11.11111111111111,1.200794794650076,33.33333333333333,11.76470588235294,95.0
CUST_00105,20,6,41,9,7,3,2,20,9,261.98390260755673,1,-70.0,57.14285714285714,14.239678052151135,900.0,78.04878048780488,77.0
CUST_00106,19,23,32,32,8,9,3,3,0,39.53409842944687,0,21.052631578947366,-12.5,0.7906819685889375,0.0,0.0,98.0
CUST_00107,26,17,44,39,9,10,2,3,0,33.7418277687661,0,-34.61538461538461,-11.11111111111111,0.6748365553753221,50.0,11.363636363636363,93.0
CUST_00108,27,24,40,47,8,6,3,4,2,32.461972314229556,0,-11.11111111111111,25.0,2.649239446284591,33.33333333333333,-17.5,95.0
CUST_00109,18,16,39,43,7,6,1,2,3,22.68218784444463,0,-11.11111111111111,14.285714285714285,3.4536437568888925,100.0,-10.256410256410255,97.0
CUST_00110,26,22,48,32,10,6,2,4,2,1.6358143427523453,0,-15.384615384615385,40.0,2.032716286855047,100.0,33.33333333333333,90.0
CUST_00111,25,23,37,39,7,8,3,3,0,19.906982137218655,0,-8.0,-14.285714285714285,0.3981396427443731,0.0,-5.405405405405405,98.0
CUST_00112,19,23,32,34,7,6,2,2,1,39.34890499881579,0,21.052631578947366,14.285714285714285,1.7869780999763158,0.0,-6.25,97.0
CUST_00113,26,19,48,34,8,8,1,1,2,42.920306319008816,0,-26.923076923076923,0.0,2.858406126380176,0.0,29.166666666666668,89.5
CUST_00114,20,24,38,33,7,6,1,1,2,39.499233211737696,0,20.0,14.285714285714285,2.789984664234754,0.0,13.157894736842104,95.5
CUST_00115,23,16,35,36,7,7,3,4,0,37.283263751699785,0,-30.434782608695656,0.0,0.7456652750339957,33.33333333333333,-2.857142857142857,96.0
CUST_00116,23,24,48,31,10,10,1,1,2,22.9021261048841,0,4.3478260869565215,0.0,2.4580425220976823,0.0,35.41666666666667,91.0
CUST_00117,15,5,37,11,6,4,3,15,6,284.89001476853025,1,-66.66666666666666,33.33333333333333,11.697800295370605,400.0,70.27027027027027,82.0
CUST_00118,20,17,34,36,9,9,3,3,3,25.27755372428402,0,-15.0,0.0,3.5055510744856804,0.0,-5.88235294117647,97.5
CUST_00119,19,26,50,45,8,9,2,2,3,16.94658094175876,0,36.84210526315789,-12.5,3.338931618835175,0.0,10.0,94.0
CUST_00120,24,17,40,41,9,8,2,2,3,3.356665406832388,0,-29.166666666666668,11.11111111111111,3.067133308136648,0.0,-2.5,96.0
CUST_00121,16,5,28,10,7,1,3,16,13,199.44689721243077,1,-68.75,85.71428571428571,16.988937944248615,433.3333333333333,64.28571428571429,85.5
CUST_00122,23,26,43,29,9,10,2,3,0,28.895925919492743,0,13.043478260869565,-11.11111111111111,0.5779185183898549,50.0,32.55813953488372,91.5
CUST_00123,28,23,37,31,9,10,2,1,2,28.705000216573133,0,-17.857142857142858,-11.11111111111111,2.574100004331463,-50.0,16.216216216216218,94.5
CUST_00124,23,8,44,14,10,1,3,18,9,154.34297715919024,1,-65.21739130434783,90.0,12.086859543183804,500.0,68.18181818181817,77.5
CUST_00125,22,21,41,28,8,7,3,4,0,7.093732707563433,0,-4.545454545454546,12.5,0.14187465415126865,33.33333333333333,31.70731707317073,93.0
CUST_00126,18,17,46,34,10,9,2,3,1,18.502654623850194,0,-5.555555555555555,10.0,1.3700530924770038,50.0,26.08695652173913,93.5
CUST_00127,24,6,27,5,7,2,3,8,15,162.23722912978698,1,-75.0,71.42857142857143,18.24474458259574,166.66666666666669,81.48148148148148,80.0
CUST_00128,24,23,49,42,10,8,1,1,2,21.495681669894516,0,-4.166666666666666,20.0,2.4299136333978906,0.0,14.285714285714285,96.0
CUST_00129,28,25,45,44,9,6,1,4,0,0.38435429499414364,0,-10.714285714285714,33.33333333333333,0.007687085899882873,300.0,2.2222222222222223,98.0
CUST_00130,21,18,38,37,9,6,1,4,3,8.784740093792115,0,-14.285714285714285,33.33333333333333,3.175694801875842,300.0,2.631578947368421,98.0
CUST_00131,21,24,47,39,7,9,3,1,3,0.9370768292822851,0,14.285714285714285,-28.57142857142857,3.0187415365856456,-66.66666666666666,17.02127659574468,94.5
CUST_00132,20,6,38,14,9,4,2,9,11,153.1284838537123,1,-70.0,55.55555555555556,14.062569677074247,350.0,63.1578947368421,81.0
CUST_00133,27,23,41,30,10,6,1,4,3,26.19812715003158,0,-14.814814814814813,40.0,3.5239625430006316,300.0,26.82926829268293,92.5
CUST_00134,22,21,37,38,8,6,3,1,1,45.29613657900252,0,-4.545454545454546,25.0,1.9059227315800504,-66.66666666666666,-2.7027027027027026,99.0
CUST_00135,28,18,37,31,8,8,1,2,1,38.010764777344605,0,-35.714285714285715,0.0,1.760215295546892,100.0,16.216216216216218,92.0
CUST_00136,20,26,45,42,10,10,3,3,2,7.547870069653845,0,30.0,0.0,2.150957401393077,0.0,6.666666666666667,95.5
CUST_00137,25,26,39,36,7,8,3,1,2,23.087124322322705,0,4.0,-14.285714285714285,2.461742486446454,-66.66666666666666,7.6923076923076925,98.0
CUST_00138,23,20,32,48,7,10,3,4,3,29.016470370559528,0,-13.043478260869565,-42.857142857142854,3.5803294074111904,33.33333333333333,-50.0,90.5
CUST_00139,15,5,43,15,7,3,3,15,13,172.62916150434577,1,-66.66666666666666,57.14285714285714,16.452583230086915,400.0,65.11627906976744,81.0
CUST_00140,19,21,32,44,8,6,1,4,3,26.203427658508726,0,10.526315789473683,25.0,3.5240685531701743,300.0,-37.5,93.0
CUST_00141,23,21,39,40,10,8,3,1,2,3.295592713985873,0,-8.695652173913043,20.0,2.0659118542797175,-66.66666666666666,-2.564102564102564,98.5
CUST_00142,28,22,39,36,8,8,1,2,2,15.511586877590606,0,-21.428571428571427,0.0,2.310231737551812,100.0,7.6923076923076925,95.5
CUST_00143,28,22,34,47,7,8,3,4,2,40.659239190740045,0,-21.428571428571427,-14.285714285714285,2.8131847838148007,33.33333333333333,-38.23529411764706,90.5
CUST_00144,28,24,32,48,10,10,2,1,2,15.443303503194045,0,-14.285714285714285,0.0,2.308866070063881,-50.0,-50.0,90.0
CUST_00145,20,8,40,8,7,2,1,9,9,276.6642583028825,1,-60.0,71.42857142857143,14.533285166057649,800.0,80.0,78.0
CUST_00146,26,24,31,38,8,10,2,2,1,9.04229835843483,0,-7.6923076923076925,-25.0,1.1808459671686966,0.0,-22.58064516129032,95.5
CUST_00147,27,18,44,29,10,8,3,2,3,30.529771106290788,0,-33.33333333333333,20.0,3.6105954221258156,-33.33333333333333,34.090909090909086,88.0
CUST_00148,22,3,42,8,8,4,1,13,15,292.06952553661847,1,-86.36363636363636,50.0,20.84139051073237,1200.0,80.95238095238095,73.5
CUST_00149,22,8,34,11,10,4,1,11,14,170.75978019051468,1,-63.63636363636363,60.0,17.415195603810293,1000.0,67.64705882352942,81.5
CUST_00150,28,23,41,45,7,10,1,3,0,38.155841514584544,0,-17.857142857142858,-42.857142857142854,0.7631168302916909,200.0,-9.75609756097561,95.5
CUST_00151,26,18,43,30,8,9,2,1,3,2.6628443585537234,0,-30.76923076923077,-12.5,3.0532568871710746,-50.0,30.23255813953488,89.5
CUST_00152,21,22,32,39,8,6,2,1,2,39.5690318741088,0,4.761904761904762,25.0,2.791380637482176,-50.0,-21.875,96.0
CUST_00153,22,23,34,43,10,10,1,1,0,12.796196421852235,0,4.545454545454546,0.0,0.2559239284370447,0.0,-26.47058823529412,95.0
CUST_00154,23,7,44,13,9,1,2,11,9,168.27725177379264,1,-69.56521739130434,88.88888888888889,12.365545035475852,450.0,70.45454545454545,76.5
CUST_00155,28,25,44,30,7,9,3,1,1,35.927216389617634,0,-10.714285714285714,-28.57142857142857,1.7185443277923527,-66.66666666666666,31.818181818181817,91.5
CUST_00156,18,25,41,35,10,7,3,1,2,3.383966145442302,0,38.88888888888889,30.0,2.067679322908846,-66.66666666666666,14.634146341463413,93.5
CUST_00157,26,24,47,28,10,9,1,4,2,12.682513053460637,0,-7.6923076923076925,10.0,2.253650261069213,300.0,40.42553191489361,89.5
CUST_00158,19,21,37,48,7,10,3,3,1,2.2167844147604088,0,10.526315789473683,-42.857142857142854,1.0443356882952082,0.0,-29.72972972972973,93.5
CUST_00159,28,18,44,43,8,7,1,4,0,14.672128558751563,0,-35.714285714285715,12.5,0.29344257117503125,300.0,2.272727272727273,94.5
CUST_00160,21,16,40,37,10,10,2,3,0,37.66454594094324,0,-23.809523809523807,0.0,0.7532909188188648,50.0,7.5,96.0
CUST_00161,23,16,50,38,9,6,2,4,3,37.16538527598106,0,-30.434782608695656,33.33333333333333,3.743307705519621,100.0,24.0,90.5
CUST_00162,21,4,30,12,9,3,3,12,6,259.06219865139536,1,-80.95238095238095,66.66666666666666,11.181243973027907,300.0,60.0,82.5
CUST_00163,27,18,47,37,9,6,1,3,2,15.324792804537623,0,-33.33333333333333,33.33333333333333,2.3064958560907525,200.0,21.27659574468085,90.5
CUST_00164,24,18,44,39,10,6,3,3,3,13.727768003742879,0,-25.0,40.0,3.2745553600748574,0.0,11.363636363636363,94.5
CUST_00165,15,2,45,11,8,2,1,10,14,251.7133307993173,1,-86.66666666666667,75.0,19.034266615986347,900.0,75.55555555555556,76.5
CUST_00166,20,17,37,48,9,8,2,1,1,33.95310284566975,0,-15.0,11.11111111111111,1.679062056913395,-50.0,-29.72972972972973,93.0
CUST_00167,20,5,27,14,7,3,2,13,15,191.8034649449717,1,-75.0,57.14285714285714,18.836069298899435,550.0,48.148148148148145,86.0
CUST_00168,15,7,30,12,10,4,3,9,9,266.24467252972323,1,-53.333333333333336,60.0,14.324893450594464,200.0,60.0,87.0
CUST_00169,18,6,34,12,7,1,1,9,12,175.89845459760616,1,-66.66666666666666,85.71428571428571,15.517969091952123,800.0,64.70588235294117,83.0
CUST_00170,16,8,35,15,8,1,3,16,9,283.69975235308334,1,-50.0,87.5,14.673995047061666,433.3333333333333,57.14285714285714,86.0
CUST_00171,25,3,36,13,7,1,1,20,7,185.51042764303057,1,-88.0,85.71428571428571,10.71020855286061,1900.0,63.888888888888886,77.5
CUST_00172,23,24,48,39,10,10,1,1,0,15.464535876423108,0,4.3478260869565215,0.0,0.30929071752846216,0.0,18.75,95.0
CUST_00173,22,6,38,11,10,1,1,13,15,161.12475296479593,1,-72.72727272727273,90.0,18.22249505929592,1200.0,71.05263157894737,78.5
CUST_00174,26,21,34,45,8,7,2,1,0,25.905106646200814,0,-19.230769230769234,12.5,0.5181021329240163,-50.0,-32.35294117647059,92.0
CUST_00175,20,21,37,39,9,6,2,2,2,6.258514756345135,0,5.0,33.33333333333333,2.1251702951269027,0.0,-5.405405405405405,98.5
CUST_00176,26,17,46,48,8,10,3,2,1,32.93664366918772,0,-34.61538461538461,-25.0,1.6587328733837543,-33.33333333333333,-4.3478260869565215,94.5
CUST_00177,24,4,43,5,6,1,1,18,14,189.69838617495816,1,-83.33333333333334,83.33333333333334,17.793967723499165,1700.0,88.37209302325581,71.0
CUST_00178,27,22,49,48,7,9,3,3,2,24.14724090877097,0,-18.51851851851852,-28.57142857142857,2.4829448181754197,0.0,2.0408163265306123,97.0
CUST_00179,25,5,34,12,6,1,1,15,11,222.63766951610387,1,-80.0,83.33333333333334,15.452753390322076,1400.0,64.70588235294117,79.0
CUST_00180,27,18,40,38,9,9,1,3,0,15.955794320157862,0,-33.33333333333333,0.0,0.31911588640315725,200.0,5.0,94.5
CUST_00181,22,23,37,32,7,6,2,4,3,12.41351401905933,0,4.545454545454546,14.285714285714285,3.2482702803811865,100.0,13.513513513513514,97.0
CUST_00182,17,8,35,14,8,2,1,15,13,220.0222676606026,1,-52.94117647058824,75.0,17.400445353212053,1400.0,60.0,85.0
CUST_00183,22,2,27,11,10,4,1,11,14,202.9342633284533,1,-90.9090909090909,60.0,18.058685266569064,1000.0,59.25925925925925,82.0
CUST_00184,25,25,50,43,9,10,1,1,3,6.696747199615732,0,0.0,-11.11111111111111,3.1339349439923145,0.0,14.000000000000002,96.5
CUST_00185,23,22,41,29,10,6,3,2,2,27.661146331057584,0,-4.3478260869565215,40.0,2.5532229266211517,-33.33333333333333,29.268292682926827,93.5
